"id","Carats","Cert","Clarity","Color","Cut","Depth","Fluroescence","Known_Conflict_Diamond","Measurements","Polish","Regions","Shape","Symmetry","Table","Vendor","Price","Retail","LogPrice","LogRetail"
1327,0.61,"AGSL","SI1","D"," ",62.6,"Medium Bl..",FALSE,"5.44x5.41x3.4","Excellent","Australia","Emerald","Excellent",58,1,"$ 2,350","$ 3,880",7.7621706071382,8.26359043261732
1328,0.5,NA,"VVS2","D"," ",61.5,"Medium Bl..",FALSE,"5.15x5.08x3.15","Excellent","DR Congo","Round","Very good",56,1,"$ 1,740","$ 3,030",7.46164039220858,8.01631789850341
1329,0.5,"AGSL","VVS2","F"," ",63.5,NA,FALSE,"5.01x4.98x3.17","Excellent","Canada","Pear","Excellent",NA,1,"$ 2,355","$ 3,155",7.76429600645052,8.05674377497531
1330,0.62,"AGSL","VS2","H"," ",61.9,"Faint",FALSE,"5.5x5.46x3.39","Excellent","Russia","Round","Very good",NA,1,"$ 2,365","$ 3,900",7.76853330092603,8.26873183211774
1331,0.54,"AGSL","VS1","G"," ",62.6,NA,FALSE,"5.17x5.2x3.25"," ","Australia","Round"," ",NA,1,"$ 2,365","$ 3,475",7.76853330092603,8.15334975799889
1332,0.5,"AGSL","VS2","D"," ",62.6,"None",FALSE,"5.1*5.07x3.18","Excellent","Australia","Round","Excellent",56,1,"$ 2,365","$ 3,900",7.76853330092603,8.26873183211774
1333,0.5,"AGSL","VS2","D"," ",61.4,"None",FALSE,"5.1x5.08x3.13","Excellent","Russia","Princess","Excellent",NA,1,"$ 2,365","$ 3,900",7.76853330092603,8.26873183211774
1334,0.5,"AGSL","VS1","D"," ",NA,"Faint",FALSE,"5.04x5.02x3.14","Excellent","Australia","Round","Excellent",57,1,"$ 2,370","$ 3,910",7.77064523412918,8.27129265297941
1335,0.51,"AGSL","VS2","D"," ",61.3,NA,FALSE,"5.17x5.15x3.17","Excellent","Australia","Round","Excellent",57,2,"$ 2,380","$ 3,815",7.77485576666552,8.24669594371856
1336,0.52,"AGSL","VVS2","E"," ",62.1,"Faint",FALSE,"5.19x5.16x3.22","Excellent","Russia","Round","Excellent",NA,2,"$ 2,380","$ 3,925",7.77485576666552,8.27512163021651
1337,0.72,"AGSL","SI2","H"," ",62.4,NA,FALSE,"5.75x5.71x3.58","Excellent","Australia","Round","Excellent",58,1,"$ 2,380","$ 3,840",7.77485576666552,8.25322764558177
1338,0.58,"AGSL","VS1","E"," ",NA,"None",FALSE,"5.38x5.34x3.27","Very good","Russia","Radiant","Good",NA,1,"$ 2,385","$ 3,935",7.77695440332244,8.2776661608515
1339,0.62,"AGSL","SI1","E"," ",62.9,"Faint",FALSE,"5.35x5.41x3.38"," ","Russia","Round"," ",58,1,"$ 2,385","$ 3,930",7.77695440332244,8.27639470486331
1340,0.52,NA,"VVS2","G"," ",62.4,"None",FALSE,"5.15x5.16*3.22"," ","Other/Unknown","Round"," ",56,1,"$ 2,110","$ 3,145",7.65444322647011,8.05356916913454
1341,0.66,"AGSL","SI2","D"," ",62.5,"Faint",FALSE,"5.57x5.54x3.47","Excellent","Zimbabwe","Round","Excellent",57,2,"$ 2,395","$ 3,195",7.78113850984502,8.06934236681164
1342,0.6,"AGSL","VS1","F"," ",63.6,"Strong Bl..",FALSE,"5.37x5.34x3.4","Excellent","Botswana","Oval","Good",NA,2,"$ 2,395","$ 3,525",7.78113850984502,8.16763571524637
1343,0.51,"AGSL","VS1","F"," ",62.7,"None",FALSE,"5.09x5.1x3.19"," ","Russia","Round"," ",57,1,"$ 2,395","$ 3,950",7.78113850984502,8.28147085789517
1344,0.6,"AGSL","SI1","E"," ",61.7,"None",FALSE,"5.46x5.43x3.36","Excellent","Russia","Marquis","Excellent",58,1,"$ 1,815","$ 3,945",7.50384074669895,8.28020423327997
1345,0.6,"AGSL","SI1","E"," ",63,"None",FALSE,"5.37x5.33x3.37","Excellent","Russia","Princess","Excellent",57,1,"$ 2,395","$ 3,945",7.78113850984502,8.28020423327997
1346,0.51,"AGSL","VS1","F"," ",62.6,NA,FALSE,"5.12x5.14x3.21"," ","Zimbabwe","Round"," ",55,1,"$ 2,395","$ 3,890",7.78113850984502,8.26616443661249
1347,0.6,"AGSL","SI1","E"," ",NA,"None",FALSE,"5.47x5.42x3.31","Excellent","Australia","Round","Excellent",60,1,"$ 2,395","$ 3,945",7.78113850984502,8.28020423327997
1348,0.6,"AGSL","VS2","F"," ",64.2,"None",FALSE,"5.31x5.23x3.38","Excellent","Angola","Round","Very good",58,1,"$ 2,400","$ 3,960",7.78322401633604,8.28399930424853
1349,0.5,"AGSL","SI1","E"," ",62.8,"None",FALSE,"5.06x5.07x3.18","Excellent","Australia","Round","Excellent",54,1,"$ 2,400","$ 3,960",7.78322401633604,8.28399930424853
1350,0.6,"AGSL","VS1","G"," ",NA,"Faint",FALSE,"5.43x5.45x3.28"," ","Angola","Radiant"," ",NA,2,"$ 2,400","$ 3,960",7.78322401633604,8.28399930424853
1351,0.61,"AGSL","SI1","E"," ",61.9,"None",FALSE,"5.43*5.46x3.37"," ","Botswana","Round"," ",57,1,"$ 2,405","$ 3,915",7.78530518253986,8.2725706084249
1352,0.51,"AGSL","VS2","D"," ",62,"None",FALSE,"5.14x5.12x3.18","Excellent","South Africa","Cushion","Excellent",58,1,"$ 2,410","$ 3,960",7.7873820264847,8.28399930424853
1353,0.8,"AGSL","VS2","J"," ",NA,"None",FALSE,"5.84x5.82x3.72","Very good","Botswana","Oval","Good",57,1,"$ 2,415","$ 3,915",7.78945456608667,8.2725706084249
1354,0.63,"GemEx","SI1","E"," ",62.4,"None",FALSE,"5.47x5.49x3.42"," ","Botswana","Round"," ",56,1,"$ 2,420","$ 3,640",7.79152281915073,8.19973896063079
1355,0.52,"AGSL","VS1","E"," ",63.1,"None",FALSE,"5.05x5.13x3.21","Very good","Russia","Round","Good",58,1,"$ 2,430","$ 4,005",7.79564653633459,8.29529885950246
1356,0.6,"AGSL","SI1","D"," ",60.3,"None",FALSE,"5.48x5.51x3.32"," ","Botswana","Round"," ",59,1,"$ 2,435","$ 3,805",7.79770203551669,8.24407127029579
1357,0.9,"AGSL","SI2","L"," ",61,"Faint",FALSE,"6.27x6.23x3.81","Excellent","DR Congo","Cushion","Excellent",60,1,"$ 2,435","$ 3,890",7.79770203551669,8.26616443661249
1358,0.64,"AGSL","VS2","G"," ",60.3,"Medium Bl..",FALSE,"5.57x5.56x3.36","Excellent","Russia","Round","Very good",60,1,"$ 2,435","$ 4,015",7.79770203551669,8.29779262638086
1359,0.7,"AGSL","SI2","G"," ",63.2,"None",FALSE,"5.7x5.63x3.58","Excellent","Russia","Round","Very good",55,1,"$ 2,455","$ 4,050",7.80588204022862,8.30647216010058
1360,0.7,"GemEx","VS2","I"," ",63,"None",TRUE,"5.67x5.64x3.57","Very good","Angola","Round","Very good",56,1,"$ 2,455","$ 400",7.80588204022862,5.99146454710798
1361,0.57,"AGSL","VS2","E"," ",61.4,"Faint",FALSE,"5.39x5.37x3.3","Excellent","Russia","Round","Excellent",NA,1,"$ 2,460","$ 4,055",7.80791662892641,8.30770596654951
1362,0.52,"AGSL","VS2","D"," ",NA,NA,FALSE,"5.19x5.17x3.19","Excellent","Botswana","Round","Excellent",NA,2,"$ 2,460","$ 3,165",7.80791662892641,8.05990833457828
1363,0.6,NA,"VS2","G"," ",62.5,NA,FALSE,"5.42x5.41x3.38","Excellent","Russia","Round","Very good",NA,1,"$ 2,155","$ 2,730",7.67554600253785,7.91205688817901
1364,0.55,"AGSL","VS2","E"," ",NA,"None",FALSE,"5.32x5.37x3.21"," ","South Africa","Round"," ",61,1,"$ 2,465","$ 3,790",7.80994708647679,8.24012129807647
1365,0.6,NA,"VS2","F"," ",64.9,"None",FALSE,"5.31x5.27x3.43","Very good","South Africa","Round","Good",NA,1,"$ 1,975","$ 2,240",7.58832367733522,7.71423114484909
1366,0.54,"AGSL","VVS1","I"," ",61.3,NA,FALSE,"5.21x5.27x3.21","Excellent","Australia","Round","Very good",59,1,"$ 2,470","$ 4,065",7.81197342962202,8.31016902198191
1367,0.7,"AGSL","SI2","F"," ",64.3,"Faint",FALSE,"5.64x5.56x3.6","Very good","Botswana","Oval","Very good",55,2,"$ 2,475","$ 3,875",7.81399567500279,8.26230094178745
1368,0.61,"AGSL","VS2","F"," ",64.2,"None",FALSE,"5.35x5.33x3.43","Very good","Russia","Round","Excellent",56,1,"$ 2,475","$ 4,080",7.81399567500279,8.31385226739821
1369,0.91,"AGSL","SI1","L"," ",NA,"Medium Bl..",FALSE,"6.16x6.13x3.89","Excellent","Canada","Emerald","Very good",57,1,"$ 2,475","$ 4,085",7.81399567500279,8.3150770072941
1370,0.51,"AGSL","VS1","D"," ",NA,"None",FALSE,"5.13x5.1x3.16","Excellent","Botswana","Round","Excellent",57,1,"$ 2,480","$ 3,805",7.81601383915903,8.24407127029579
1371,0.5,"GemEx","VVS1","F"," ",63.9,"None",FALSE,"5x5.02x3.2","Very good","Russia","Radiant","Very good",NA,2,"$ 2,485","$ 4,100",7.81802793853073,8.3187422526924
1372,0.6,"AGSL","VS2","G"," ",62.8,"Faint",FALSE,"5.4X5.39x3.39","Excellent","South Africa","Round","Excellent",55,1,"$ 2,490","$ 3,825",7.82003798945875,8.24931374626064
1373,0.7,"AGSL","SI2","G"," ",63.8,"None",FALSE,"5.65x5.6x3.59","Excellent","Russia","Princess","Very good",NA,1,"$ 2,490","$ 4,105",7.82003798945875,8.31996102188653
1374,0.7,"AGSL","SI2","G"," ",59.4,"None",FALSE,"5.79x5.73x3.42","Excellent","Canada","Oval ","Very good",NA,1,"$ 1,890","$ 4,105",7.54433210805369,8.31996102188653
1375,0.87,"AGSL","VS1","M"," ",63.3,NA,FALSE,"6.02x6.07x3.82","Excellent","Australia","Round","Very good",55,2,"$ 2,495","$ 3,605",7.82204400818562,8.19007704971905
1376,0.6,NA,"SI1","D"," ",62.3,"None",FALSE,"5.44x5.4x3.38","Excellent","South Africa","Asscher","Very good",57,1,"$ 1,950","$ 3,005",7.57558465155779,8.00803284696931
1377,0.6,"GemEx","SI1","D"," ",62.5,NA,FALSE,"5.41x5.38x3.37","Very good","Angola","Round","Excellent",58,2,"$ 2,495","$ 4,010",7.82204400818562,8.29654652030061
1378,0.57,"AGSL","VVS2","F"," ",59.9," ",FALSE,"5.38x5.45x3.25","Very good","Russia","Round","Good",66,1,"$ 2,370","$ 4,125",7.77064523412918,8.32482129876878
1379,0.6,"AGSL","VS1","G"," ",63.7,"None",FALSE,"5.36x5.32x3.4","Very good","South Africa","Round","Very good",57,1,"$ 2,500","$ 4,115",7.82404601085629,8.32239411311117
1380,0.54,"AGSL","VVS2","F"," ",60.3,"None",FALSE,"5.32x5.3x3.2","Excellent","Australia","Princess","Excellent",58,2,"$ 2,505","$ 4,135",7.82604401351897,8.32724260745779
1381,0.9,"AGSL","VS2","M"," ",58.6,"None",FALSE,"6.31x6.25x3.68","Very good","Australia","Radiant","Very good",61,2,"$ 2,505","$ 4,135",7.82604401351897,8.32724260745779
1382,0.63,"AGSL","SI1","E"," ",62,"Faint",FALSE,"5.5x5.48x3.4","Excellent","Russia","Radiant","Excellent",57,2,"$ 2,510","$ 4,140",7.82803803212583,8.32845106681936
1383,0.72,"AGSL","SI1","I"," ",62.3,"Faint",FALSE,"5.76x5.71x3.57","Excellent","Russia","Round","Very good",58,1,"$ 2,515","$ 4,150",7.83002808253384,8.33086361322474
1384,0.6,"AGSL","VS2","E"," ",58.7,"None",FALSE,"5.44x5.37x3.17","Excellent","Australia","Marquise","Good",64,2,"$ 2,520","$ 4,160",7.83201418050547,8.33327035325531
1385,0.54,"AGSL","VS1","E"," ",61.8,"None",FALSE,"5.25x5.23x3.24","Excellent","Botswana","Princess","Excellent",NA,2,"$ 2,520","$ 4,065",7.83201418050547,8.31016902198191
1386,0.6,"AGSL","SI1","D"," ",61.5,"Faint",FALSE,"5.44x5.41x3.34","Very good","Canada","Round","Excellent",57,1,"$ 2,525","$ 4,165",7.83399634170946,8.33447155460094
1387,0.6,NA,"VS2","F"," ",62.9,"None",FALSE,"5.39x5.35x3.38","Very good","Botswana","Emerald","Excellent",56,1,"$ 2,245","$ 3,375",7.71646080017636,8.12415060330663
1388,0.65,"AGSL","VS2","H"," ",NA,"Faint",FALSE,"5.56x5.53x3.47","Excellent","Russia","Round","Excellent",56,1,"$ 2,535","$ 4,185",7.83794891602528,8.33926198292358
1389,0.6,"AGSL","VS1","F"," ",59.3,"Medium Bl..",FALSE,"5.51x5.49x3.26","Excellent","DR Congo","Oval","Excellent",62,1,"$ 2,535","$ 4,125",7.83794891602528,8.32482129876878
1390,0.71,"GemEx","SI2","H"," ",63.9,"Faint",FALSE,"5.58x5.61x3.57","Very good","Russia","ROUND","Excellent",NA,1,"$ 2,535","$ 4,180",7.83794891602528,8.3380665255188
1391,0.81,"AGSL","SI1","J"," ",62.5,"Faint",FALSE,"5.97x5.93x3.72","Excellent","Canada","Round","Excellent",NA,1,"$ 2,540","$ 4,190",7.83991936001258,8.34045601291618
1392,0.75,"AGSL","SI2","H"," ",61.9,"Medium Bl..",FALSE,"5.83x5.81x3.6","Excellent","Botswana","Oval","Excellent",NA,1,"$ 2,545","$ 4,055",7.84188592898462,8.30770596654951
1393,0.72,"AGSL","SI1","I"," ",62.2,"None",FALSE,"5.77x5.73x3.58","Excellent","Botswana","Princess","Excellent",57,1,"$ 2,545","$ 3,815",7.84188592898462,8.24669594371856
1394,0.64,"AGSL","VS1","H"," ",62.4,"None",FALSE,"5.5*5.48x3.43","Excellent","Botswana","Round","Excellent",58,2,"$ 2,550","$ 4,165",7.84384863815247,8.33447155460094
1395,0.6,"AGSL","SI1","D"," ",NA,"Faint",FALSE,"5.41x5.39x3.38","Excellent","Botswana","Emerald","Excellent",55,1,"$ 2,555","$ 3,515",7.8458075026378,8.16479480424477
1396,0.6,"AGSL","VS2","E"," ",63.4,"None",FALSE,"5.36x5.32x3.39","Excellent","Australia","Round","Very good",58,1,"$ 2,555","$ 4,215",7.8458075026378,8.34640487043596
1397,0.6,"AGSL","VS1","G"," ",63.2,"Faint",FALSE,"5.36x5.35x3.39","Excellent","Russia","Radiant","Excellent",58,1,"$ 2,560","$ 4,225",7.84776253747361,8.34877453979127
1398,0.6,NA,"VS1","G"," ",63.2,"None",FALSE,"5.37x5.34x3.39","Excellent","Russia","Oval","Excellent",56,1,"$ 2,065","$ 2,995",7.63288550539513,8.00469951054955
1399,0.6,"AGSL","VS2","F"," ",63.6,"None",FALSE,"5.4x5.31x3.41","Excellent","Botswana","Round","Good",NA,1,"$ 2,560","$ 3,460",7.84776253747361,8.14902386805177
1400,0.6,NA,"VS2","F"," ",63.3,"None",FALSE,"5.38x5.33x3.39","Very good","Russia","Round","Very good",57,1,"$ 2,495","$ 2,635",7.82204400818562,7.87663846097546
1401,0.6,"GemEx","VS1","F"," ",NA,"None",FALSE,"5.48x5.44x3.23","Very good","Russia","Round","Very good",62,1,"$ 2,570","$ 4,240",7.85166117788927,8.352318548226
1402,0.73,"AGSL","SI1","I","Excellent",62.3,"None",FALSE,"5.72x5.76x3.58","Excellent","Russia","Asscher","Excellent",56,2,"$ 2,575","$ 4,795",7.85360481309784,8.47532898731754
1403,0.71,"AGSL","SI2","G"," ",62.6,"None",TRUE,"5.62x5.64x3.53","Good","DR Congo","Round","Very good",55,1,"$ 2,580","$ 330",7.85554467791566,5.79909265446053
1404,0.62,"AGSL","VS1","G"," ",60.3,"Medium Bl..",FALSE,"5.55x5.53x3.34","Excellent","DR Congo","Round","Excellent",NA,1,"$ 2,580","$ 3,755",7.85554467791566,8.23084356419823
1405,0.5,"GemEx","VVS2","D"," ",61.2,"None",FALSE,"5.02x5.05x3.08","Very good","South Africa","Princess","Very good",NA,1,"$ 2,585","$ 4,260",7.85748078694253,8.35702443926342
1406,0.7,NA,"SI2","G"," ",61.9,"None",FALSE,"5.73x5.69x3.54","Excellent","Botswana","Round","Very good",56,1,"$ 2,135","$ 2,790",7.66622192566273,7.93379687481541
1407,0.7,"AGSL","VS2","I"," ",62.9,"Faint",FALSE,"5.68x5.63x3.56","Very good","Botswana","Emerald","Excellent",58,1,"$ 2,595","$ 4,260",7.86134179559999,8.35702443926342
1408,0.61,"AGSL","SI1","D"," ",NA,"None",FALSE,"5.44x5.41x3.37","Excellent","Australia","Princess","Excellent",58,1,"$ 2,600","$ 4,285",7.86326672400957,8.36287583103188
1409,0.52,"AGSL","IF","H","Very good",NA,"Faint",FALSE,"5.15x5.18x3.09","Very good","Russia","Marquis","Good",64,1,"$ 1,875","$ 5,200",7.53636393840451,8.55641390456952
1410,0.5,"AGSL","VVS1","G"," ",62.5,"None",FALSE,"5.05x5.07x3.16","Excellent","Australia","Round","Excellent",58,1,"$ 2,600","$ 4,290",7.86326672400957,8.36404201192206
1411,0.7,"AGSL","SI2","E"," ",62,"None",FALSE,"5.61x5.57x3.47","Excellent","Australia","Radiant","Very good",60,1,"$ 2,605","$ 4,295",7.86518795418747,8.36520683441836
1412,0.5,"AGSL","VVS2","D"," ",62.9,"None",FALSE,"5.04x5.02x3.16","Excellent","Australia","Oval ","Excellent",60,2,"$ 1,970","$ 4,300",7.58578882173203,8.36637030168165
1413,0.9,"AGSL","SI2","K"," ",64.1,"None",FALSE,"6x6.04x3.86"," ","Australia","Oval"," ",NA,1,"$ 2,605","$ 4,300",7.86518795418747,8.36637030168165
1414,0.53,"AGSL","VS1","D"," ",61,NA,FALSE,"5.25x5.23x3.19","Excellent","Russia","Round","Excellent",59,1,"$ 2,615","$ 3,360",7.86901937649902,8.11969625295725
1415,0.62,NA,"VS1","F"," ",60.2,"Medium Bl..",TRUE,"5.54x5.52x3.33","Excellent","Angola","Round","Excellent",59,1,"$ 2,300","$ 510",7.74066440191724,6.23441072571837
1416,0.71,"AGSL","SI1","G"," ",64.3,NA,FALSE,"5.62x5.55x3.59","Very good","Botswana","Round","Very good",58,1,"$ 2,625","$ 4,085",7.87283617502572,8.3150770072941
1417,0.7,"AGSL","SI2","F"," ",63.1,"None",FALSE,"5.63x5.61x3.55","Very good","Russia","Oval","Excellent",58,1,"$ 2,625","$ 4,325",7.87283617502572,8.37216741936598
1418,0.7,"AGSL","SI1","H"," ",62.6,"Strong Bl..",FALSE,"5.68x5.64x3.55","Very good","DR Congo","Round","Very good",57,1,"$ 2,625","$ 4,270",7.87283617502572,8.35936910622267
1419,0.6,"AGSL","VS2","F"," ",62.5,"None",FALSE,"5.42x5.38x3.38","Excellent","Botswana","Round","Very good",NA,1,"$ 2,625","$ 4,305",7.87283617502572,8.36753241686183
1420,0.6,"AGSL","VS2","E"," ",62,"None",FALSE,"5.41x5.39x3.35","Very good","Botswana","Round","Good",58,1,"$ 2,625","$ 3,980",7.87283617502572,8.28903709827848
1421,0.54,"AGSL","VVS2","G"," ",62.9,"Faint",FALSE,"5.17x5.19x3.26","Very good","DR Congo","Emerald","Excellent",57,1,"$ 2,630","$ 3,700",7.87473912517181,8.21608809863232
1422,0.81,"AGSL","VS2","J"," ",62.4,"None",TRUE,"5.98x5.94x3.72","Excellent","DR Congo","Round","Very good",57,1,"$ 2,635","$ 360",7.87663846097546,5.88610403145016
1423,0.6,"AGSL","VVS2","F"," ",58.8,"Medium Bl..",FALSE,"5.51x5.49x3.24","Very good","Russia","Radiant","Very good",62,1,"$ 2,635","$ 4,345",7.87663846097546,8.37678103769949
1424,0.62,"GemEx","VVS2","G"," ",63.4,"Faint",FALSE,"5.41x5.39x3.42","Excellent","Botswana","Emerald","Excellent",NA,1,"$ 2,640","$ 4,035",7.87853419614036,8.30276158070405
1425,0.6,"AGSL","VS1","F"," ",63.3,"None",FALSE,"5.35x5.33x3.38","Excellent","South Africa","Round","Very good",56,1,"$ 2,640","$ 3,975",7.87853419614036,8.28778002708843
1426,0.9,"AGSL","SI2","K"," ",63.1,"None",TRUE,"6.18x6.12x3.88","Very good","DR Congo","Round","Very good",55,2,"$ 2,645","$ 370",7.8804263442924,5.91350300563827
1427,0.62,"AGSL","VS1","G"," ",54.9," ",FALSE,"5.7x5.75x3.14","Good","Botswana","Oval","Good",62,1,"$ 2,620","$ 3,900",7.87092959675514,8.26873183211774
1428,0.7,"AGSL","SI2","D"," ",62.8,"None",FALSE,"5.51x5.64x3.5","Good","Angola","Round","Fair",64,1,"$ 2,650","$ 5,450",7.88231491898027,8.60337088765729
1429,0.7,"AGSL","VVS2","J","Very good",NA,"Faint",FALSE,"5.75x5.79x3.44","Excellent","Botswana","Uncut","Excellent",64,2,"$ 1,330","$ 1,330",7.1929342212158,7.1929342212158
1430,0.6,"AGSL","VS2","E"," ",62,"None",FALSE,"5.44x5.39x3.36","Excellent","Botswana","Round","Very good",57,1,"$ 2,655","$ 4,180",7.88419993367604,8.3380665255188
1431,0.6,"AGSL","VS2","E"," ",60.6,NA,FALSE,"5.46x5.43x3.3","Excellent","Botswana","Round","Very good",63,1,"$ 2,655","$ 2,455",7.88419993367604,7.80588204022862
1432,0.57,"AGSL","VVS1","E"," ",NA," ",FALSE,"5.48*5.52x3.15","Good","Other/Unknown","Round","Good",57,2,"$ 1,930","$ 4,400",7.56527528189893,8.38935981990635
1433,0.56,"AGSL","VVS2","F"," ",60.3,"Medium Bl..",FALSE,"5.33x5.38x3.23","Excellent","Russia","Round","Very good",59,1,"$ 2,670","$ 4,405",7.8898337513943,8.39049553837028
1434,0.61,"AGSL","VS1","G"," ",61.9,"None",FALSE,"5.48x5.45x3.38","Excellent","Botswana","Round","Excellent",57,1,"$ 2,670","$ 4,000",7.8898337513943,8.29404964010203
1435,0.7,"AGSL","SI2","E"," ",62.4,"Faint",FALSE,"5.67x5.62x3.52","Very good","Angola","Round","Very good",60,1,"$ 2,680","$ 4,420",7.8935720735049,8.39389497507174
1436,0.6,NA,"VS2","D"," ",62.4,"Medium Bl..",FALSE,"5.41x5.37x3.36","Very good","Russia","Round","Very good",58,1,"$ 2,480","$ 2,845",7.81601383915903,7.95331834656043
1437,0.6,"AGSL","VVS2","G"," ",62,"None",FALSE,"5.43x5.38x3.35","Very good","Botswana","Round","Very good",58,1,"$ 2,690","$ 3,660",7.89729647259588,8.20521842639541
1438,0.6,"AGSL","VS2","E"," ",NA,NA,FALSE,"5.39-5.36x3.34","Excellent","Canada","Round","Very good",58,1,"$ 2,690","$ 4,420",7.89729647259588,8.39389497507174
1439,0.6,"AGSL","VS2","E"," ",NA,"None",FALSE,"5.38x5.33x3.4","Excellent","Russia","Oval","Very good",56,1,"$ 2,690","$ 4,435",7.89729647259588,8.39728289474368
1440,0.6,"AGSL","VS2","E"," ",NA,"Faint",FALSE,"5.31x5.29x3.37","Excellent","Angola","Radiant","Excellent",57,1,"$ 2,690","$ 4,435",7.89729647259588,8.39728289474368
1441,0.7,"AGSL","SI1","H"," ",62.4,"Strong Bl..",FALSE,"5.68x5.66x3.54","Very good","Other/Unknown","Princess","Very good",NA,2,"$ 2,695","$ 4,445",7.8991534833431,8.399535147948
1442,0.7,"AGSL","SI2","F"," ",63.1,NA,FALSE,"5.68x5.63x3.57","Very good","Botswana","Marquis","Very good",NA,1,"$ 2,075","$ 2,945",7.6377164326648,7.98786409608569
1443,0.57,"AGSL","VS2","D"," ",NA,"Faint",FALSE,"5.32x5.29x3.29","Excellent","Botswana","Round","Excellent",NA,1,"$ 2,695","$ 4,390",7.8991534833431,8.38708450606922
1444,0.55,"AGSL","VS1","E"," ",60," ",FALSE,"5.31x5.36x3.2","Very good","Australia","Cushion","Very good",60,2,"$ 2,680","$ 4,455",7.8935720735049,8.40178233990491
1445,0.61,"AGSL","VS2","F"," ",61.6,"None",FALSE,"5.46x5.45x3.36","Excellent","South Africa","Round","Excellent",57,1,"$ 2,700","$ 4,415",7.90100705199242,8.39276311303806
1446,0.7,"AGSL","SI2","E"," ",63.9,"None",FALSE,"5.64x5.59x3.59","Very good","Russia","Round","Very good",57,1,"$ 2,720","$ 4,485",7.90838715929004,8.4084937744929
1447,0.56,"GemEx","VVS2","G"," ",62,"None",FALSE,"5.25x5.29x3.27","Excellent","Russia","Princess","Excellent",NA,1,"$ 2,725","$ 4,500",7.91022370709734,8.41183267575841
1448,0.52,"AGSL","VVS2","H"," ",NA,NA,FALSE,"5.16x5.22x3.17","Excellent","Canada","Round","Excellent",NA,1,"$ 2,725","$ 4,490",7.91022370709734,8.4096079807363
1449,0.61,"AGSL","VS2","E"," ",62.2,"Faint",FALSE,"5.4x5.42x3.37"," ","Russia","Round"," ",56,1,"$ 2,735","$ 4,510",7.91388671485608,8.41405243249672
1450,0.61,NA,"VS2","F"," ",62.3,NA,FALSE,"5.43x5.41x3.38","Excellent","Australia","Round","Excellent",57,1,"$ 2,675","$ 3,885",7.89170465933011,8.26487826280175
1451,0.6,"AGSL","VVS2","E"," ",NA,NA,FALSE,"5.38x5.33x3.32","Very good","Botswana","Uncut","Good",55,2,"$ 1,375","$ 1,360",7.22620901010067,7.2152399787301
1452,0.62,"AGSL","VS1","G"," ",NA,"Faint",FALSE,"5.47x5.44x3.4","Excellent","Australia","Radiant","Excellent",NA,1,"$ 2,745","$ 4,530",7.91753635394363,8.41847721847708
1453,0.72,"AGSL","SI2","G","Very good",62.5,"None",TRUE,"5.65x5.68x3.54","Excellent","Angola","Round","Excellent",NA,1,"$ 2,750","$ 615",7.91935619066062,6.42162226780652
1454,0.71,"AGSL","SI2","H","Excellent",62.9,"Faint",FALSE,"5.67x5.7x3.57","Excellent","Australia","Round","Excellent",56,1,"$ 2,750","$ 4,750",7.91935619066062,8.46589989702869
1455,0.56,"AGSL","VS1","E"," ",NA,"None",FALSE,"5.3x5.33x3.26"," ","Zimbabwe","Emerald"," ",58,1,"$ 2,750","$ 4,140",7.91935619066062,8.32845106681936
1456,0.63,"AGSL","VS2","F"," ",61.5,"None",FALSE,"5.53x5.55x3.41"," ","Botswana","Round"," ",NA,1,"$ 2,755","$ 4,130",7.92117272158701,8.32603268595508
1457,0.6,"AGSL","VS2","E"," ",NA,NA,FALSE,"5.39x5.37x3.37","Excellent","South Africa","Round","Excellent",57,1,"$ 2,755","$ 3,475",7.92117272158701,8.15334975799889
1458,0.6,"AGSL","VS2","E"," ",62.3,"None",FALSE,"5.41x5.38x3.36","Excellent","Australia","Pear","Excellent",58,1,"$ 2,755","$ 4,545",7.92117272158701,8.42178300661158
1459,0.57,"AGSL","VVS2","F"," ",NA,"Faint",FALSE,"5.28x5.3x3.28"," ","Australia","Round"," ",59,1,"$ 2,755","$ 4,540",7.92117272158701,8.42068229103539
1460,0.64,"AGSL","SI1","D"," ",61.8,"None",FALSE,"5.51x5.49x3.4","Excellent","DR Congo","Round","Excellent",58,1,"$ 2,760","$ 4,310",7.9229859587112,8.36869318309779
1461,0.6,"AGSL","VS1","E"," ",62.8,"None",FALSE,"5.39x5.36x3.38","Excellent","Botswana","Princess","Very good",57,1,"$ 2,760","$ 4,505",7.9229859587112,8.41294317004244
1462,0.55,"AGSL","VVS1","G"," ",60.1,"None",FALSE,"5.31x5.35x3.2"," ","DR Congo","Emerald"," ",60,1,"$ 2,770","$ 4,235",7.92660259918138,8.35113860708615
